time,60,50,40,30,20,10,0,-10,-20,-30,-40,-50,-60,-70,-80,-90
0.005,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17,6.57117E-17
5.005,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08,2.57998E-08
10.005,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07,1.05803E-07
15.005,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07,2.13458E-07
20.005,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07,3.32498E-07
25.005,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07,4.55057E-07
30.005,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07,5.77318E-07
35.005,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07,6.97432E-07
40.005,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07,8.14528E-07
45.005,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07,9.28224E-07
50.005,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06,1.03839E-06
55.005,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145,0.000001145
60.005,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06,1.24813E-06
65.005,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06,1.34785E-06
70.005,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06,1.44425E-06
75.005,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06,1.53745E-06
80.005,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06,1.62753E-06
85.005,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06,1.71461E-06
90.005,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06,1.79878E-06
95.005,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06,1.88014E-06
100.005,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06,1.95878E-06
105.005,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06,2.0348E-06
110.005,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06,2.10827E-06
115.005,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06,2.17929E-06
120.005,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06,2.24794E-06
125.005,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06,2.3143E-06
130.005,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06,2.37843E-06
135.005,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06,2.44043E-06
140.005,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06,2.50035E-06
145.005,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06,2.55828E-06
