time,-90,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60
0.005,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14,1.62071E-14
5.005,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06,2.32916E-06
10.005,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06,5.60139E-06
15.005,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06,7.92782E-06
20.005,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06,9.48521E-06
25.005,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05,1.05263E-05
30.005,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228,0.000011228
35.005,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05,1.17067E-05
40.005,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05,1.20389E-05
45.005,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05,1.22745E-05
50.005,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05,1.24462E-05
55.005,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05,1.25753E-05
