time,voltage
594.6,-26.9229
594.7,-27.0179
594.8,-27.1126
594.9,-27.2069
595,-27.3008
595.1,-27.3943
595.2,-27.4875
595.3,-27.5803
595.4,-27.6728
595.5,-27.7649
595.6,-27.8566
595.7,-27.9481
595.8,-28.0392
595.9,-28.1299
596,-28.2204
596.1,-28.3105
596.2,-28.4003
596.3,-28.4899
596.4,-28.5791
596.5,-28.668
596.6,-28.7567
596.7,-28.8451
596.8,-28.9331
596.9,-29.021
597,-29.1085
597.1,-29.1958
597.2,-29.2829
597.3,-29.3697
597.4,-29.4562
597.5,-29.5425
597.6,-29.6286
597.7,-29.7144
597.8,-29.8001
597.9,-29.8855
598,-29.9707
598.1,-30.0557
598.2,-30.1405
598.3,-30.2251
598.4,-30.3095
598.5,-30.3937
598.6,-30.4777
598.7,-30.5616
598.8,-30.6453
598.9,-30.7288
599,-30.8121
599.1,-30.8954
599.2,-30.9784
599.3,-31.0613
599.4,-31.1441
599.5,-31.2267
599.6,-31.3092
599.7,-31.3916
599.8,-31.4739
599.9,-31.556
600,-31.6381
600.1,-31.72
600.2,-31.8018
600.3,-31.8835
600.4,-31.9652
600.5,-32.0467
600.6,-32.1282
600.7,-32.2096
600.8,-32.2909
600.9,-32.3722
601,-32.4534
601.1,-32.5346
601.2,-32.6157
601.3,-32.6967
601.4,-32.7777
601.5,-32.8587
601.6,-32.9396
601.7,-33.0205
601.8,-33.1014
601.9,-33.1823
602,-33.2632
602.1,-33.344
602.2,-33.4249
602.3,-33.5057
602.4,-33.5866
602.5,-33.6675
602.6,-33.7484
602.7,-33.8293
602.8,-33.9102
602.9,-33.9912
603,-34.0722
603.1,-34.1533
603.2,-34.2344
603.3,-34.3155
603.4,-34.3967
603.5,-34.478
603.6,-34.5593
603.7,-34.6407
603.8,-34.7222
603.9,-34.8038
604,-34.8854
604.1,-34.9671
604.2,-35.049
604.3,-35.1309
604.4,-35.2129
604.5,-35.2951
604.6,-35.3774
604.7,-35.4597
604.8,-35.5423
604.9,-35.6249
605,-35.7077
605.1,-35.7906
605.2,-35.8736
605.3,-35.9569
605.4,-36.0402
605.5,-36.1238
605.6,-36.2074
605.7,-36.2913
605.8,-36.3753
605.9,-36.4596
606,-36.544
606.1,-36.6286
606.2,-36.7134
606.3,-36.7984
606.4,-36.8836
606.5,-36.969
606.6,-37.0546
606.7,-37.1404
606.8,-37.2265
606.9,-37.3128
607,-37.3994
607.1,-37.4861
607.2,-37.5732
607.3,-37.6605
607.4,-37.748
607.5,-37.8358
607.6,-37.9239
607.7,-38.0122
607.8,-38.1008
607.9,-38.1897
608,-38.2789
608.1,-38.3684
608.2,-38.4582
608.3,-38.5483
608.4,-38.6387
608.5,-38.7294
608.6,-38.8204
608.7,-38.9118
608.8,-39.0035
608.9,-39.0955
609,-39.1879
609.1,-39.2806
609.2,-39.3736
609.3,-39.467
609.4,-39.5608
609.5,-39.6549
609.6,-39.7494
609.7,-39.8443
609.8,-39.9396
609.9,-40.0352
610,-40.1312
610.1,-40.2277
610.2,-40.3245
610.3,-40.4217
610.4,-40.5194
610.5,-40.6174
610.6,-40.7159
610.7,-40.8148
610.8,-40.9141
610.9,-41.0139
611,-41.1141
611.1,-41.2147
611.2,-41.3158
611.3,-41.4173
611.4,-41.5193
611.5,-41.6217
611.6,-41.7246
611.7,-41.828
611.8,-41.9318
611.9,-42.0361
612,-42.1409
612.1,-42.2462
612.2,-42.3519
612.3,-42.4582
612.4,-42.5649
612.5,-42.6721
612.6,-42.7799
612.7,-42.8881
612.8,-42.9968
612.9,-43.1061
613,-43.2158
613.1,-43.3261
613.2,-43.4368
613.3,-43.5481
613.4,-43.6599
613.5,-43.7723
613.6,-43.8851
613.7,-43.9985
613.8,-44.1123
613.9,-44.2264
614,-44.3407
614.1,-44.4552
614.2,-44.57
614.3,-44.685
614.4,-44.8002
614.5,-44.9157
614.6,-45.0315
614.7,-45.1475
614.8,-45.2639
614.9,-45.3805
615,-45.4975
615.1,-45.6147
615.2,-45.7323
615.3,-45.8502
615.4,-45.9685
615.5,-46.0871
615.6,-46.206
615.7,-46.3252
615.8,-46.4449
615.9,-46.5648
616,-46.6851
616.1,-46.8058
616.2,-46.9269
616.3,-47.0483
616.4,-47.17
616.5,-47.2922
616.6,-47.4147
616.7,-47.5376
616.8,-47.6608
616.9,-47.7844
617,-47.9084
617.1,-48.0328
617.2,-48.1576
617.3,-48.2827
617.4,-48.4082
617.5,-48.5341
617.6,-48.6604
617.7,-48.787
617.8,-48.9141
617.9,-49.0415
618,-49.1693
618.1,-49.2974
618.2,-49.426
618.3,-49.5549
618.4,-49.6842
618.5,-49.8139
618.6,-49.9439
618.7,-50.0743
618.8,-50.2051
618.9,-50.3363
619,-50.4678
619.1,-50.5997
619.2,-50.7319
619.3,-50.8646
619.4,-50.9975
619.5,-51.1309
619.6,-51.2646
619.7,-51.3986
619.8,-51.533
619.9,-51.6677
620,-51.8028
620.1,-51.9382
620.2,-52.074
620.3,-52.21
620.4,-52.3465
620.5,-52.4832
620.6,-52.6203
620.7,-52.7576
620.8,-52.8953
620.9,-53.0333
621,-53.1716
621.1,-53.3103
621.2,-53.4492
621.3,-53.5884
621.4,-53.7278
621.5,-53.8676
621.6,-54.0076
621.7,-54.1479
621.8,-54.2885
621.9,-54.4293
622,-54.5704
622.1,-54.7117
622.2,-54.8533
622.3,-54.9951
622.4,-55.1371
622.5,-55.2794
622.6,-55.4219
622.7,-55.5646
622.8,-55.7074
622.9,-55.8505
623,-55.9938
623.1,-56.1373
623.2,-56.2809
623.3,-56.4247
623.4,-56.5686
623.5,-56.7127
623.6,-56.857
623.7,-57.0014
623.8,-57.1459
623.9,-57.2906
624,-57.4353
624.1,-57.5802
624.2,-57.7252
624.3,-57.8702
624.4,-58.0153
624.5,-58.1606
624.6,-58.3058
624.7,-58.4512
624.8,-58.5965
624.9,-58.7419
625,-58.8874
625.1,-59.0329
625.2,-59.1783
625.3,-59.3238
625.4,-59.4693
625.5,-59.6147
625.6,-59.7602
625.7,-59.9056
625.8,-60.0509
625.9,-60.1962
626,-60.3414
626.1,-60.4866
626.2,-60.6317
626.3,-60.7766
626.4,-60.9215
626.5,-61.0663
626.6,-61.2109
626.7,-61.3554
626.8,-61.4998
626.9,-61.644
627,-61.788
627.1,-61.9319
627.2,-62.0756
627.3,-62.2191
627.4,-62.3624
627.5,-62.5054
627.6,-62.6483
627.7,-62.7909
627.8,-62.9332
627.9,-63.0753
628,-63.2171
628.1,-63.3587
628.2,-63.4999
628.3,-63.6408
628.4,-63.7815
628.5,-63.9218
628.6,-64.0618
628.7,-64.2014
628.8,-64.3407
628.9,-64.4796
629,-64.6181
629.1,-64.7562
629.2,-64.894
629.3,-65.0313
629.4,-65.1682
629.5,-65.3047
629.6,-65.4407
629.7,-65.5763
629.8,-65.7114
629.9,-65.846
630,-65.9802
630.1,-66.1138
630.2,-66.247
630.3,-66.3796
630.4,-66.5118
630.5,-66.6433
630.6,-66.7744
630.7,-66.9049
630.8,-67.0348
630.9,-67.1641
631,-67.2929
631.1,-67.4211
631.2,-67.5486
631.3,-67.6756
631.4,-67.8019
631.5,-67.9276
631.6,-68.0527
631.7,-68.1771
631.8,-68.3009
631.9,-68.424
632,-68.5464
632.1,-68.6681
632.2,-68.7892
632.3,-68.9096
632.4,-69.0292
632.5,-69.1482
632.6,-69.2664
632.7,-69.3839
632.8,-69.5007
632.9,-69.6168
633,-69.7321
633.1,-69.8466
633.2,-69.9604
633.3,-70.0734
633.4,-70.1857
633.5,-70.2972
633.6,-70.4079
633.7,-70.5179
633.8,-70.627
633.9,-70.7354
634,-70.8429
634.1,-70.9497
634.2,-71.0556
634.3,-71.1608
634.4,-71.2651
634.5,-71.3686
634.6,-71.4713
634.7,-71.5732
634.8,-71.6743
634.9,-71.7745
635,-71.8739
635.1,-71.9725
635.2,-72.0702
635.3,-72.1671
635.4,-72.2632
635.5,-72.3584
635.6,-72.4528
635.7,-72.5464
635.8,-72.6391
635.9,-72.731
636,-72.822
636.1,-72.9123
636.2,-73.0016
636.3,-73.0902
636.4,-73.1778
636.5,-73.2647
636.6,-73.3507
636.7,-73.4359
636.8,-73.5203
636.9,-73.6038
637,-73.6865
637.1,-73.7684
637.2,-73.8494
637.3,-73.9296
637.4,-74.009
637.5,-74.0876
637.6,-74.1653
637.7,-74.2423
637.8,-74.3184
637.9,-74.3937
638,-74.4682
638.1,-74.542
638.2,-74.6149
638.3,-74.687
638.4,-74.7583
638.5,-74.8289
638.6,-74.8987
638.7,-74.9676
638.8,-75.0358
638.9,-75.1033
639,-75.17
639.1,-75.2359
639.2,-75.301
639.3,-75.3654
639.4,-75.4291
639.5,-75.492
639.6,-75.5542
639.7,-75.6156
639.8,-75.6763
639.9,-75.7363
640,-75.7956
640.1,-75.8541
640.2,-75.9119
640.3,-75.9691
640.4,-76.0255
640.5,-76.0813
640.6,-76.1363
640.7,-76.1907
640.8,-76.2444
640.9,-76.2975
641,-76.3498
641.1,-76.4016
641.2,-76.4526
641.3,-76.503
641.4,-76.5528
641.5,-76.6019
641.6,-76.6504
641.7,-76.6983
641.8,-76.7456
641.9,-76.7922
642,-76.8383
642.1,-76.8837
642.2,-76.9285
642.3,-76.9728
642.4,-77.0165
642.5,-77.0596
642.6,-77.1021
642.7,-77.144
642.8,-77.1854
642.9,-77.2262
643,-77.2665
643.1,-77.3063
643.2,-77.3455
643.3,-77.3841
643.4,-77.4223
643.5,-77.4599
643.6,-77.497
643.7,-77.5336
643.8,-77.5697
643.9,-77.6053
644,-77.6404
644.1,-77.675
644.2,-77.7091
644.3,-77.7428
644.4,-77.7759
644.5,-77.8087
644.6,-77.8409
644.7,-77.8727
644.8,-77.9041
644.9,-77.935
645,-77.9654
645.1,-77.9955
645.2,-78.0251
645.3,-78.0543
645.4,-78.083
645.5,-78.1114
645.6,-78.1393
645.7,-78.1669
645.8,-78.194
645.9,-78.2208
646,-78.2471
646.1,-78.2731
646.2,-78.2987
646.3,-78.324
646.4,-78.3488
646.5,-78.3733
646.6,-78.3974
646.7,-78.4212
646.8,-78.4447
646.9,-78.4677
647,-78.4905
647.1,-78.5129
647.2,-78.535
647.3,-78.5567
647.4,-78.5781
647.5,-78.5992
647.6,-78.62
647.7,-78.6405
647.8,-78.6607
647.9,-78.6806
648,-78.7001
648.1,-78.7194
648.2,-78.7384
648.3,-78.7571
648.4,-78.7755
648.5,-78.7937
648.6,-78.8115
648.7,-78.8291
648.8,-78.8465
648.9,-78.8635
649,-78.8803
649.1,-78.8969
649.2,-78.9132
649.3,-78.9292
649.4,-78.945
649.5,-78.9606
649.6,-78.9759
649.7,-78.991
649.8,-79.0058
649.9,-79.0205
650,-79.0349
650.1,-79.049
650.2,-79.063
650.3,-79.0767
650.4,-79.0903
650.5,-79.1036
650.6,-79.1167
650.7,-79.1296
650.8,-79.1423
650.9,-79.1548
651,-79.1671
651.1,-79.1793
651.2,-79.1912
651.3,-79.203
651.4,-79.2145
651.5,-79.2259
651.6,-79.2371
651.7,-79.2481
651.8,-79.259
651.9,-79.2697
652,-79.2802
652.1,-79.2906
652.2,-79.3007
652.3,-79.3108
652.4,-79.3206
652.5,-79.3304
652.6,-79.3399
652.7,-79.3493
652.8,-79.3586
652.9,-79.3677
653,-79.3767
653.1,-79.3855
653.2,-79.3942
653.3,-79.4028
653.4,-79.4112
653.5,-79.4194
653.6,-79.4276
653.7,-79.4356
653.8,-79.4435
653.9,-79.4513
654,-79.4589
654.1,-79.4664
654.2,-79.4738
654.3,-79.4811
654.4,-79.4883
654.5,-79.4953
654.6,-79.5023
654.7,-79.5091
654.8,-79.5158
654.9,-79.5224
655,-79.5289
655.1,-79.5353
655.2,-79.5416
655.3,-79.5478
655.4,-79.5539
655.5,-79.5599
655.6,-79.5658
655.7,-79.5716
655.8,-79.5773
655.9,-79.5829
656,-79.5885
656.1,-79.5939
656.2,-79.5992
656.3,-79.6045
656.4,-79.6097
656.5,-79.6148
656.6,-79.6198
656.7,-79.6247
656.8,-79.6296
656.9,-79.6343
657,-79.639
657.1,-79.6437
657.2,-79.6482
657.3,-79.6527
657.4,-79.6571
657.5,-79.6614
657.6,-79.6657
657.7,-79.6698
657.8,-79.674
657.9,-79.678
658,-79.682
658.1,-79.6859
658.2,-79.6898
658.3,-79.6936
658.4,-79.6973
658.5,-79.701
658.6,-79.7046
658.7,-79.7081
658.8,-79.7116
658.9,-79.715
659,-79.7184
659.1,-79.7217
659.2,-79.725
659.3,-79.7282
659.4,-79.7314
659.5,-79.7345
659.6,-79.7376
659.7,-79.7406
659.8,-79.7435
659.9,-79.7464
660,-79.7493
660.1,-79.7521
660.2,-79.7549
660.3,-79.7576
660.4,-79.7603
660.5,-79.7629
660.6,-79.7655
660.7,-79.7681
660.8,-79.7706
660.9,-79.773
661,-79.7755
661.1,-79.7779
661.2,-79.7802
661.3,-79.7825
661.4,-79.7848
661.5,-79.787
661.6,-79.7892
661.7,-79.7914
661.8,-79.7935
661.9,-79.7956
662,-79.7976
662.1,-79.7996
662.2,-79.8016
662.3,-79.8036
662.4,-79.8055
662.5,-79.8074
662.6,-79.8092
662.7,-79.8111
662.8,-79.8128
662.9,-79.8146
663,-79.8163
663.1,-79.8181
663.2,-79.8197
663.3,-79.8214
663.4,-79.823
663.5,-79.8246
663.6,-79.8262
663.7,-79.8277
663.8,-79.8292
663.9,-79.8307
664,-79.8322
664.1,-79.8336
664.2,-79.835
664.3,-79.8364
664.4,-79.8378
664.5,-79.8392
664.6,-79.8405
664.7,-79.8418
664.8,-79.8431
664.9,-79.8443
665,-79.8456
665.1,-79.8468
665.2,-79.848
665.3,-79.8491
665.4,-79.8503
665.5,-79.8514
665.6,-79.8526
665.7,-79.8537
665.8,-79.8547
665.9,-79.8558
666,-79.8568
666.1,-79.8579
666.2,-79.8589
666.3,-79.8599
666.4,-79.8609
666.5,-79.8618
666.6,-79.8628
666.7,-79.8637
666.8,-79.8646
666.9,-79.8655
667,-79.8664
667.1,-79.8672
667.2,-79.8681
667.3,-79.8689
667.4,-79.8697
667.5,-79.8706
667.6,-79.8714
667.7,-79.8721
667.8,-79.8729
667.9,-79.8737
668,-79.8744
668.1,-79.8751
668.2,-79.8758
668.3,-79.8765
668.4,-79.8772
668.5,-79.8779
668.6,-79.8786
668.7,-79.8792
668.8,-79.8799
668.9,-79.8805
669,-79.8811
669.1,-79.8818
669.2,-79.8824
669.3,-79.883
669.4,-79.8835
669.5,-79.8841
669.6,-79.8847
669.7,-79.8852
669.8,-79.8858
669.9,-79.8863
670,-79.8868
670.1,-79.8873
670.2,-79.8878
670.3,-79.8883
670.4,-79.8888
670.5,-79.8893
670.6,-79.8898
670.7,-79.8903
670.8,-79.8907
670.9,-79.8912
671,-79.8916
671.1,-79.892
671.2,-79.8925
671.3,-79.8929
671.4,-79.8933
671.5,-79.8937
671.6,-79.8941
671.7,-79.8945
671.8,-79.8948
671.9,-79.8952
672,-79.8956
672.1,-79.896
672.2,-79.8963
672.3,-79.8967
672.4,-79.897
672.5,-79.8973
672.6,-79.8977
672.7,-79.898
672.8,-79.8983
672.9,-79.8986
673,-79.8989
673.1,-79.8992
673.2,-79.8995
673.3,-79.8998
673.4,-79.9001
673.5,-79.9004
673.6,-79.9007
673.7,-79.901
673.8,-79.9012
673.9,-79.9015
674,-79.9017
674.1,-79.902
674.2,-79.9022
674.3,-79.9025
674.4,-79.9027
674.5,-79.903
674.6,-79.9032
674.7,-79.9034
674.8,-79.9036
674.9,-79.9039
675,-79.9041
675.1,-79.9043
675.2,-79.9045
675.3,-79.9047
675.4,-79.9049
675.5,-79.9051
675.6,-79.9053
675.7,-79.9055
675.8,-79.9057
675.9,-79.9058
676,-79.906
676.1,-79.9062
676.2,-79.9064
676.3,-79.9065
676.4,-79.9067
676.5,-79.9069
676.6,-79.907
676.7,-79.9072
676.8,-79.9073
676.9,-79.9075
677,-79.9076
677.1,-79.9078
677.2,-79.9079
677.3,-79.908
677.4,-79.9082
677.5,-79.9083
677.6,-79.9085
677.7,-79.9086
677.8,-79.9087
677.9,-79.9088
678,-79.909
678.1,-79.9091
678.2,-79.9092
678.3,-79.9093
678.4,-79.9094
678.5,-79.9095
678.6,-79.9096
678.7,-79.9097
678.8,-79.9098
678.9,-79.9099
679,-79.9101
679.1,-79.9101
679.2,-79.9102
679.3,-79.9103
679.4,-79.9104
679.5,-79.9105
679.6,-79.9106
679.7,-79.9107
679.8,-79.9108
679.9,-79.9109
680,-79.911
680.1,-79.911
680.2,-79.9111
680.3,-79.9112
680.4,-79.9113
680.5,-79.9113
680.6,-79.9114
680.7,-79.9115
680.8,-79.9116
680.9,-79.9116
681,-79.9117
681.1,-79.9118
681.2,-79.9118
681.3,-79.9119
681.4,-79.9119
681.5,-79.912
681.6,-79.9121
681.7,-79.9121
681.8,-79.9122
681.9,-79.9122
682,-79.9123
682.1,-79.9123
682.2,-79.9124
682.3,-79.9124
682.4,-79.9125
682.5,-79.9125
682.6,-79.9126
682.7,-79.9126
682.8,-79.9127
682.9,-79.9127
683,-79.9128
683.1,-79.9128
683.2,-79.9128
683.3,-79.9129
683.4,-79.9129
683.5,-79.913
683.6,-79.913
683.7,-79.913
683.8,-79.9131
683.9,-79.9131
684,-79.9131
684.1,-79.9132
684.2,-79.9132
684.3,-79.9132
684.4,-79.9133
684.5,-79.9133
684.6,-79.9133
684.7,-79.9134
684.8,-79.9134
684.9,-79.9134
685,-79.9135
685.1,-79.9135
685.2,-79.9135
685.3,-79.9135
685.4,-79.9136
685.5,-79.9136
685.6,-79.9136
685.7,-79.9136
685.8,-79.9136
685.9,-79.9137
686,-79.9137
686.1,-79.9137
686.2,-79.9137
686.3,-79.9137
686.4,-79.9138
686.5,-79.9138
686.6,-79.9138
686.7,-79.9138
686.8,-79.9138
686.9,-79.9139
687,-79.9139
687.1,-79.9139
687.2,-79.9139
687.3,-79.9139
687.4,-79.9139
687.5,-79.9139
687.6,-79.914
687.7,-79.914
687.8,-79.914
687.9,-79.914
688,-79.914
688.1,-79.914
688.2,-79.914
688.3,-79.914
688.4,-79.9141
688.5,-79.9141
688.6,-79.9141
688.7,-79.9141
688.8,-79.9141
688.9,-79.9141
689,-79.9141
689.1,-79.9141
689.2,-79.9141
689.3,-79.9141
689.4,-79.9141
689.5,-79.9141
689.6,-79.9142
689.7,-79.9142
689.8,-79.9142
689.9,-79.9142
690,-79.9142
690.1,-79.9142
690.2,-79.9142
690.3,-79.9142
690.4,-79.9142
690.5,-79.9142
690.6,-79.9142
690.7,-79.9142
690.8,-79.9142
690.9,-79.9142
691,-79.9142
691.1,-79.9142
691.2,-79.9142
691.3,-79.9142
691.4,-79.9142
691.5,-79.9142
691.6,-79.9142
691.7,-79.9142
691.8,-79.9142
691.9,-79.9142
692,-79.9143
692.1,-79.9143
692.2,-79.9143
692.3,-79.9143
692.4,-79.9143
692.5,-79.9143
692.6,-79.9143
692.7,-79.9143
692.8,-79.9143
692.9,-79.9143
693,-79.9143
693.1,-79.9143
693.2,-79.9143
693.3,-79.9143
693.4,-79.9143
693.5,-79.9143
693.6,-79.9143
693.7,-79.9143
693.8,-79.9143
693.9,-79.9143
694,-79.9143
694.1,-79.9143
694.2,-79.9143
694.3,-79.9143
694.4,-79.9143
694.5,-79.9143
694.6,-79.9143
694.7,-79.9143
694.8,-79.9143
694.9,-79.9143
695,-79.9143
695.1,-79.9143
695.2,-79.9143
695.3,-79.9142
695.4,-79.9142
695.5,-79.9142
695.6,-79.9142
695.7,-79.9142
695.8,-79.9142
695.9,-79.9142
696,-79.9142
696.1,-79.9142
696.2,-79.9142
696.3,-79.9142
696.4,-79.9142
696.5,-79.9142
696.6,-79.9142
696.7,-79.9142
696.8,-79.9142
696.9,-79.9142
697,-79.9142
697.1,-79.9142
697.2,-79.9142
697.3,-79.9142
697.4,-79.9142
697.5,-79.9142
697.6,-79.9142
697.7,-79.9142
697.8,-79.9142
697.9,-79.9142
698,-79.9142
698.1,-79.9142
698.2,-79.9142
698.3,-79.9142
698.4,-79.9142
698.5,-79.9142
698.6,-79.9142
698.7,-79.9142
698.8,-79.9142
698.9,-79.9142
699,-79.9142
699.1,-79.9142
699.2,-79.9142
699.3,-79.9142
699.4,-79.9142
699.5,-79.9142
699.6,-79.9142
699.7,-79.9142
699.8,-80
699.9,-80
700,-80.0001
700.1,-80.0001
700.2,-80.0001
700.3,-80.0001
700.4,-80.0001
700.5,-80.0001
700.6,-80.0002
700.7,-80.0002
700.8,-80.0002
700.9,-80.0002
701,-80.0002
701.1,-80.0003
701.2,-80.0003
701.3,-80.0003
701.4,-80.0003
701.5,-80.0003
701.6,-80.0003
701.7,-80.0004
701.8,-80.0004
701.9,-80.0004
702,-80.0004
702.1,-80.0004
702.2,-80.0004
702.3,-80.0005
702.4,-80.0005
702.5,-80.0005
702.6,-80.0005
702.7,-80.0005
702.8,-80.0005
702.9,-80.0006
703,-80.0006
703.1,-80.0006
703.2,-80.0006
703.3,-80.0006
703.4,-80.0006
703.5,-80.0007
703.6,-80.0007
703.7,-80.0007
703.8,-80.0007
703.9,-80.0007
704,-80.0007
704.1,-80.0008
704.2,-80.0008
704.3,-80.0008
704.4,-80.0008
704.5,-80.0008
704.6,-80.0008
704.7,-80.0009
704.8,-80.0009
704.9,-80.0009
705,-80.0009
705.1,-80.0009
705.2,-80.0009
705.3,-80.001
705.4,-80.001
705.5,-80.001
705.6,-80.001
705.7,-80.001
705.8,-80.001
705.9,-80.0011
706,-80.0011
706.1,-80.0011
706.2,-80.0011
706.3,-80.0011
706.4,-80.0011
706.5,-80.0012
706.6,-80.0012
706.7,-80.0012
706.8,-80.0012
706.9,-80.0012
707,-80.0012
707.1,-80.0013
707.2,-80.0013
707.3,-80.0013
707.4,-80.0013
707.5,-80.0013
707.6,-80.0013
707.7,-80.0014
707.8,-80.0014
707.9,-80.0014
708,-80.0014
708.1,-80.0014
708.2,-80.0014
708.3,-80.0015
708.4,-80.0015
708.5,-80.0015
708.6,-80.0015
708.7,-80.0015
708.8,-80.0015
708.9,-80.0016
709,-80.0016
709.1,-80.0016
709.2,-80.0016
709.3,-80.0016
709.4,-80.0016
709.5,-80.0017
709.6,-80.0017
709.7,-80.0017
709.8,-80.0017
709.9,-80.0017
710,-80.0017
710.1,-80.0018
710.2,-80.0018
710.3,-80.0018
710.4,-80.0018
710.5,-80.0018
710.6,-80.0018
710.7,-80.0019
710.8,-80.0019
710.9,-80.0019
711,-80.0019
711.1,-80.0019
711.2,-80.0019
711.3,-80.002
711.4,-80.002
711.5,-80.002
711.6,-80.002
711.7,-80.002
711.8,-80.002
711.9,-80.0021
712,-80.0021
712.1,-80.0021
712.2,-80.0021
712.3,-80.0021
712.4,-80.0021
712.5,-80.0022
712.6,-80.0022
712.7,-80.0022
712.8,-80.0022
712.9,-80.0022
713,-80.0022
713.1,-80.0022
713.2,-80.0023
713.3,-80.0023
713.4,-80.0023
713.5,-80.0023
713.6,-80.0023
713.7,-80.0023
713.8,-80.0024
713.9,-80.0024
714,-80.0024
714.1,-80.0024
714.2,-80.0024
714.3,-80.0024
